date,nuclear energy
2020-04-02,53
2020-04-03,59
2020-04-04,33
2020-04-05,20
2020-04-06,63
2020-04-07,45
2020-04-08,56
2020-04-09,48
2020-04-10,38
2020-04-11,40
2020-04-12,19
2020-04-13,54
2020-04-14,70
2020-04-15,68
2020-04-16,58
2020-04-17,61
2020-04-18,37
2020-04-19,31
2020-04-20,57
2020-04-21,63
2020-04-22,74
2020-04-23,64
2020-04-24,87
2020-04-25,39
2020-04-26,53
2020-04-27,68
2020-04-28,80
2020-04-29,70
2020-04-30,86
2020-05-01,77
2020-05-02,27
2020-05-03,46
2020-05-04,79
2020-05-05,79
2020-05-06,75
2020-05-07,81
2020-05-08,59
2020-05-09,57
2020-05-10,33
2020-05-11,67
2020-05-12,63
2020-05-13,69
2020-05-14,71
2020-05-15,50
2020-05-16,42
2020-05-17,31
2020-05-18,71
2020-05-19,62
2020-05-20,57
2020-05-21,65
2020-05-22,55
2020-05-23,34
2020-05-24,25
2020-05-25,35
2020-05-26,48
2020-05-27,39
2020-05-28,45
2020-05-29,44
2020-05-30,41
2020-05-31,25
2020-06-01,41
2020-06-02,60
2020-06-03,58
2020-06-04,51
2020-06-05,37
2020-06-06,23
2020-06-07,31
2020-06-08,38
2020-06-09,32
2020-06-10,45
2020-06-11,44
2020-06-12,36
2020-06-13,25
2020-06-14,22
2020-06-15,31
2020-06-16,39
2020-06-17,23
2020-06-18,41
2020-06-19,36
2020-06-20,22
2020-06-21,27
2020-06-22,33
2020-06-23,36
2020-06-24,44
2020-06-25,23
2020-06-26,27
2020-06-27,27
2020-06-28,15
2020-06-29,38
2020-06-30,24
2020-07-01,29
2020-07-02,27
2020-07-03,29
2020-07-04,17
2020-07-05,17
2020-07-06,26
2020-07-07,17
2020-07-08,27
2020-07-09,30
2020-07-10,17
2020-07-11,24
2020-07-12,19
2020-07-13,21
2020-07-14,22
2020-07-15,26
2020-07-16,23
2020-07-17,27
2020-07-18,11
2020-07-19,22
2020-07-20,29
2020-07-21,33
2020-07-22,25
2020-07-23,28
2020-07-24,25
2020-07-25,24
2020-07-26,25
2020-07-27,39
2020-07-28,32
2020-07-29,39
2020-07-30,40
2020-07-31,23
2020-08-01,27
2020-08-02,22
2020-08-03,19
2020-08-04,39
2020-08-05,45
2020-08-06,41
2020-08-07,28
2020-08-08,12
2020-08-09,35
2020-08-10,19
2020-08-11,24
2020-08-12,28
2020-08-13,31
2020-08-14,18
2020-08-15,21
2020-08-16,20
2020-08-17,30
2020-08-18,32
2020-08-19,36
2020-08-20,40
2020-08-21,32
2020-08-22,18
2020-08-23,21
2020-08-24,45
2020-08-25,33
2020-08-26,44
2020-08-27,46
2020-08-28,35
2020-08-29,27
2020-08-30,23
2020-08-31,47
2020-09-01,47
2020-09-02,53
2020-09-03,65
2020-09-04,47
2020-09-05,34
2020-09-06,31
2020-09-07,54
2020-09-08,58
2020-09-09,57
2020-09-10,45
2020-09-11,73
2020-09-12,51
2020-09-13,41
2020-09-14,74
2020-09-15,66
2020-09-16,58
2020-09-17,58
2020-09-18,71
2020-09-19,31
2020-09-20,47
2020-09-21,59
2020-09-22,77
2020-09-23,100
2020-09-24,64
2020-09-25,52
2020-09-26,38
2020-09-27,34
2020-09-28,78
2020-09-29,52
2020-09-30,56
2020-10-01,61
2020-10-02,49
2020-10-03,40
2020-10-04,42
2020-10-05,81
2020-10-06,79
2020-10-07,71
2020-10-08,57
2020-10-09,48
2020-10-10,40
2020-10-11,31
2020-10-12,58
2020-10-13,58
2020-10-14,56
2020-10-15,84
2020-10-16,56
2020-10-17,31
2020-10-18,39
2020-10-19,56
2020-10-20,50
2020-10-21,50
2020-10-22,50
2020-10-23,65
2020-10-24,32
2020-10-25,30
2020-10-26,60
2020-10-27,52
2020-10-28,63
2020-10-29,49
2020-10-30,40
2020-10-31,42
2020-11-01,39
2020-11-02,76
2020-11-03,71
2020-11-04,61
2020-11-05,50
2020-11-06,45
2020-11-07,34
2020-11-08,33
2020-11-09,71
2020-11-10,83
2020-11-11,65
2020-11-12,69
2020-11-13,68
2020-11-14,29
2020-11-15,32
2020-11-16,66
2020-11-17,66
2020-11-18,79
2020-11-19,62
2020-11-20,65
2020-11-21,30
2020-11-22,33
2020-11-23,56
2020-11-24,57
2020-11-25,37
2020-11-26,31
2020-11-27,42
2020-11-28,31
2020-11-29,23
2020-11-30,36
2020-12-01,56
2020-12-02,66
2020-12-03,76
2020-12-04,47
2020-12-05,38
2020-12-06,32
2020-12-07,67
2020-12-08,53
2020-12-09,81
2020-12-10,75
2020-12-11,66
2020-12-12,44
2020-12-13,33
2020-12-14,54
2020-12-15,62
2020-12-16,61
2020-12-17,60
2020-12-18,56
2020-12-19,34
2020-12-20,29
2020-12-21,25
2020-12-22,41
2020-12-23,18
2020-12-24,28
2020-12-25,13
2020-12-26,21
2020-12-27,22
2020-12-28,19
2020-12-29,17
2020-12-30,26
2020-12-31,15
2021-01-01,13
2021-01-02,17
2021-01-03,38
2021-01-04,38
2021-01-05,29
2021-01-06,70
2021-01-07,36
2021-01-08,47
2021-01-09,28
2021-01-10,20
2021-01-11,54
2021-01-12,64
2021-01-13,58
2021-01-14,63
2021-01-15,55
2021-01-16,27
2021-01-17,31
2021-01-18,45
2021-01-19,69
2021-01-20,57
2021-01-21,67
2021-01-22,74
2021-01-23,40
2021-01-24,40
2021-01-25,72
2021-01-26,79
2021-01-27,59
2021-01-28,66
2021-01-29,68
2021-01-30,28
2021-01-31,27
2021-02-01,65
2021-02-02,61
2021-02-03,78
2021-02-04,58
2021-02-05,50
2021-02-06,47
2021-02-07,36
2021-02-08,90
2021-02-09,70
2021-02-10,58
2021-02-11,56
2021-02-12,66
2021-02-13,25
2021-02-14,37
2021-02-15,53
2021-02-16,62
2021-02-17,92
2021-02-18,60
2021-02-19,70
2021-02-20,38
2021-02-21,37
2021-02-22,68
2021-02-23,54
2021-02-24,72
2021-02-25,69
2021-02-26,88
2021-02-27,45
2021-02-28,52
2021-03-01,65
2021-03-02,64
2021-03-03,66
2021-03-04,74
2021-03-05,82
2021-03-06,26
2021-03-07,35
2021-03-08,65
2021-03-09,81
2021-03-10,66
2021-03-11,65
2021-03-12,53
2021-03-13,25
2021-03-14,57
2021-03-15,74
2021-03-16,67
2021-03-17,75
2021-03-18,54
2021-03-19,60
2021-03-20,24
