date,solar energy
2020-04-03,70
2020-04-04,46
2020-04-05,41
2020-04-06,63
2020-04-07,63
2020-04-08,65
2020-04-09,60
2020-04-10,56
2020-04-11,43
2020-04-12,40
2020-04-13,54
2020-04-14,73
2020-04-15,58
2020-04-16,54
2020-04-17,63
2020-04-18,38
2020-04-19,59
2020-04-20,78
2020-04-21,84
2020-04-22,100
2020-04-23,80
2020-04-24,92
2020-04-25,44
2020-04-26,54
2020-04-27,83
2020-04-28,66
2020-04-29,86
2020-04-30,94
2020-05-01,81
2020-05-02,46
2020-05-03,57
2020-05-04,70
2020-05-05,68
2020-05-06,74
2020-05-07,81
2020-05-08,73
2020-05-09,62
2020-05-10,51
2020-05-11,75
2020-05-12,76
2020-05-13,82
2020-05-14,73
2020-05-15,74
2020-05-16,54
2020-05-17,53
2020-05-18,71
2020-05-19,74
2020-05-20,86
2020-05-21,71
2020-05-22,61
2020-05-23,55
2020-05-24,41
2020-05-25,67
2020-05-26,87
2020-05-27,76
2020-05-28,71
2020-05-29,70
2020-05-30,43
2020-05-31,42
2020-06-01,57
2020-06-02,56
2020-06-03,55
2020-06-04,72
2020-06-05,82
2020-06-06,57
2020-06-07,49
2020-06-08,61
2020-06-09,73
2020-06-10,70
2020-06-11,67
2020-06-12,60
2020-06-13,47
2020-06-14,43
2020-06-15,53
2020-06-16,68
2020-06-17,69
2020-06-18,69
2020-06-19,54
2020-06-20,46
2020-06-21,52
2020-06-22,65
2020-06-23,52
2020-06-24,73
2020-06-25,58
2020-06-26,58
2020-06-27,62
2020-06-28,44
2020-06-29,62
2020-06-30,64
2020-07-01,59
2020-07-02,44
2020-07-03,46
2020-07-04,47
2020-07-05,46
2020-07-06,60
2020-07-07,52
2020-07-08,62
2020-07-09,65
2020-07-10,67
2020-07-11,54
2020-07-12,48
2020-07-13,53
2020-07-14,64
2020-07-15,55
2020-07-16,55
2020-07-17,47
2020-07-18,41
2020-07-19,44
2020-07-20,51
2020-07-21,58
2020-07-22,64
2020-07-23,62
2020-07-24,47
2020-07-25,43
2020-07-26,41
2020-07-27,64
2020-07-28,49
2020-07-29,59
2020-07-30,72
2020-07-31,54
2020-08-01,55
2020-08-02,37
2020-08-03,51
2020-08-04,59
2020-08-05,61
2020-08-06,69
2020-08-07,60
2020-08-08,50
2020-08-09,43
2020-08-10,51
2020-08-11,63
2020-08-12,54
2020-08-13,61
2020-08-14,70
2020-08-15,50
2020-08-16,52
2020-08-17,62
2020-08-18,77
2020-08-19,74
2020-08-20,66
2020-08-21,54
2020-08-22,58
2020-08-23,43
2020-08-24,62
2020-08-25,61
2020-08-26,68
2020-08-27,69
2020-08-28,54
2020-08-29,50
2020-08-30,41
2020-08-31,51
2020-09-01,65
2020-09-02,64
2020-09-03,73
2020-09-04,57
2020-09-05,61
2020-09-06,46
2020-09-07,56
2020-09-08,82
2020-09-09,72
2020-09-10,83
2020-09-11,68
2020-09-12,52
2020-09-13,45
2020-09-14,71
2020-09-15,93
2020-09-16,82
2020-09-17,70
2020-09-18,76
2020-09-19,37
2020-09-20,46
2020-09-21,83
2020-09-22,79
2020-09-23,82
2020-09-24,100
2020-09-25,71
2020-09-26,51
2020-09-27,52
2020-09-28,76
2020-09-29,90
2020-09-30,73
2020-10-01,56
2020-10-02,74
2020-10-03,44
2020-10-04,50
2020-10-05,66
2020-10-06,78
2020-10-07,87
2020-10-08,76
2020-10-09,68
2020-10-10,54
2020-10-11,41
2020-10-12,59
2020-10-13,86
2020-10-14,91
2020-10-15,87
2020-10-16,57
2020-10-17,38
2020-10-18,50
2020-10-19,68
2020-10-20,75
2020-10-21,65
2020-10-22,69
2020-10-23,75
2020-10-24,48
2020-10-25,35
2020-10-26,51
2020-10-27,77
2020-10-28,79
2020-10-29,81
2020-10-30,52
2020-10-31,47
2020-11-01,32
2020-11-02,49
2020-11-03,65
2020-11-04,56
2020-11-05,80
2020-11-06,55
2020-11-07,54
2020-11-08,56
2020-11-09,69
2020-11-10,86
2020-11-11,69
2020-11-12,66
2020-11-13,65
2020-11-14,36
2020-11-15,45
2020-11-16,64
2020-11-17,56
2020-11-18,74
2020-11-19,82
2020-11-20,65
2020-11-21,60
2020-11-22,48
2020-11-23,73
2020-11-24,67
2020-11-25,57
2020-11-26,39
2020-11-27,53
2020-11-28,42
2020-11-29,43
2020-11-30,70
2020-12-01,68
2020-12-02,77
2020-12-03,82
2020-12-04,75
2020-12-05,48
2020-12-06,48
2020-12-07,62
2020-12-08,84
2020-12-09,59
2020-12-10,81
2020-12-11,60
2020-12-12,49
2020-12-13,41
2020-12-14,82
2020-12-15,67
2020-12-16,66
2020-12-17,78
2020-12-18,59
2020-12-19,44
2020-12-20,47
2020-12-21,38
2020-12-22,47
2020-12-23,41
2020-12-24,40
2020-12-25,25
2020-12-26,32
2020-12-27,38
2020-12-28,51
2020-12-29,49
2020-12-30,45
2020-12-31,36
2021-01-01,33
2021-01-02,47
2021-01-03,37
2021-01-04,50
2021-01-05,68
2021-01-06,57
2021-01-07,73
2021-01-08,80
2021-01-09,46
2021-01-10,40
2021-01-11,68
2021-01-12,69
2021-01-13,70
2021-01-14,58
2021-01-15,69
2021-01-16,30
2021-01-17,40
2021-01-18,58
2021-01-19,67
2021-01-20,71
2021-01-21,75
2021-01-22,72
2021-01-23,60
2021-01-24,49
2021-01-25,70
2021-01-26,72
2021-01-27,70
2021-01-28,90
2021-01-29,70
2021-01-30,52
2021-01-31,52
2021-02-01,97
2021-02-02,67
2021-02-03,80
2021-02-04,74
2021-02-05,76
2021-02-06,60
2021-02-07,50
2021-02-08,76
2021-02-09,70
2021-02-10,86
2021-02-11,73
2021-02-12,77
2021-02-13,54
2021-02-14,52
2021-02-15,55
2021-02-16,70
2021-02-17,83
2021-02-18,75
2021-02-19,68
2021-02-20,53
2021-02-21,56
2021-02-22,67
2021-02-23,67
2021-02-24,78
2021-02-25,55
2021-02-26,76
2021-02-27,47
2021-02-28,47
2021-03-01,80
2021-03-02,83
2021-03-03,72
2021-03-04,76
2021-03-05,71
2021-03-06,59
2021-03-07,47
2021-03-08,70
2021-03-09,64
2021-03-10,82
2021-03-11,67
2021-03-12,73
2021-03-13,51
2021-03-14,43
2021-03-15,100
2021-03-16,86
2021-03-17,75
2021-03-18,80
2021-03-19,66
2021-03-20,48
