date,global warming
2019-04-25,25.0
2019-04-26,22.0
2019-04-27,16.0
2019-04-28,20.0
2019-04-29,28.0
2019-04-30,26.0
2019-05-01,32.0
2019-05-02,32.0
2019-05-03,25.0
2019-05-04,14.0
2019-05-05,13.0
2019-05-06,26.0
2019-05-07,25.0
2019-05-08,26.0
2019-05-09,26.0
2019-05-10,26.0
2019-05-11,14.0
2019-05-12,14.0
2019-05-13,28.0
2019-05-14,32.0
2019-05-15,30.0
2019-05-16,23.0
2019-05-17,20.0
2019-05-18,14.0
2019-05-19,19.0
2019-05-20,26.0
2019-05-21,29.0
2019-05-22,26.0
2019-05-23,22.0
2019-05-24,23.0
2019-05-25,16.0
2019-05-26,17.0
2019-05-27,20.0
2019-05-28,22.0
2019-05-29,21.0
2019-05-30,25.0
2019-05-31,20.0
2019-06-01,14.0
2019-06-02,16.0
2019-06-03,18.0
2019-06-04,25.0
2019-06-05,21.0
2019-06-06,20.0
2019-06-07,18.0
2019-06-08,14.0
2019-06-09,17.0
2019-06-10,20.0
2019-06-11,20.0
2019-06-12,22.0
2019-06-13,17.0
2019-06-14,15.0
2019-06-15,14.0
2019-06-16,15.0
2019-06-17,20.0
2019-06-18,17.0
2019-06-19,20.0
2019-06-20,22.0
2019-06-21,11.0
2019-06-22,13.0
2019-06-23,22.0
2019-06-24,17.0
2019-06-25,17.0
2019-06-26,17.0
2019-06-27,20.0
2019-06-28,17.0
2019-08-06,14.0
2019-08-07,13.0
2019-08-08,20.0
2019-08-09,15.0
2019-08-10,14.0
2019-08-11,11.0
2019-08-12,14.0
2019-08-13,14.0
2019-08-14,14.0
2019-08-15,10.0
2019-08-16,14.0
2019-08-17,12.0
2019-08-18,17.0
2019-08-19,14.0
2019-08-20,17.0
2019-08-21,19.0
2019-08-22,23.0
2019-08-23,18.0
2019-08-24,16.0
2019-08-25,14.0
2019-08-26,20.0
2019-08-27,20.0
2019-08-28,22.0
2019-08-29,17.0
2019-08-30,17.0
2019-08-31,13.0
2019-09-01,13.0
2019-09-02,14.0
2019-09-03,17.0
2019-09-04,20.0
2019-09-05,20.0
2019-09-06,17.0
2019-09-07,13.0
2019-09-08,17.0
2019-09-09,20.0
2019-09-10,20.0
2019-09-11,19.0
2019-09-12,18.0
2019-09-13,17.0
2019-09-14,13.0
2019-09-15,17.0
2019-09-16,20.0
2019-09-17,20.0
2019-09-18,20.0
2019-09-19,26.0
2019-09-20,28.0
2019-09-21,18.0
2019-09-22,20.0
2019-09-23,28.0
2019-09-24,38.0
2019-09-25,34.0
2019-09-26,32.0
2019-09-27,29.0
2019-09-28,21.0
2019-09-29,23.0
2019-09-30,28.0
2019-10-01,26.0
2019-10-02,26.0
2019-10-03,25.0
2019-10-04,20.0
2019-10-05,17.0
2019-10-06,17.0
2019-10-07,23.0
2019-10-08,23.0
2019-10-09,21.0
2019-10-10,24.0
2019-10-11,20.0
2019-10-12,14.0
2019-10-13,17.0
2019-10-14,20.0
2019-10-15,20.0
2019-10-16,26.0
2019-10-17,23.0
2019-10-18,19.0
2019-10-19,14.0
2019-10-20,14.0
2019-10-21,21.0
2019-10-22,20.0
2019-10-23,23.0
2019-10-24,23.0
2019-10-25,16.0
2019-10-26,14.0
2019-10-27,13.0
2019-10-28,17.0
2019-10-29,20.0
2019-10-30,19.0
2019-10-31,18.0
2019-11-01,20.0
2019-11-02,12.0
2019-11-03,13.0
2019-11-04,27.0
2019-11-05,21.0
2019-11-06,23.0
2019-11-07,26.0
2019-11-08,17.0
2019-11-09,11.0
2019-11-10,14.0
2019-11-11,20.0
2019-11-12,26.0
2019-11-13,25.0
2019-11-14,23.0
2019-11-15,18.0
2019-11-16,14.0
2019-11-17,20.0
2019-11-18,25.0
2019-11-19,21.0
2019-11-20,25.0
2019-11-21,24.0
2019-11-22,20.0
2019-11-23,14.0
2019-11-24,16.0
2019-11-25,21.0
2019-11-26,23.0
2019-11-27,19.0
2019-11-28,16.0
2019-11-29,14.0
2019-11-30,14.0
2019-12-01,15.0
2019-12-02,23.0
2019-12-03,22.0
2019-12-04,23.0
2019-12-05,24.0
2019-12-06,20.0
2019-12-07,14.0
2019-12-08,14.0
2019-12-09,21.0
2019-12-10,20.0
2019-12-11,21.0
2019-12-12,26.0
2019-12-13,20.0
2019-12-14,11.0
2019-12-15,14.0
2019-12-16,17.0
2019-12-17,18.0
2019-12-18,18.0
2019-12-19,17.0
2019-12-20,13.0
2019-12-21,8.0
2019-12-22,9.0
2019-12-23,13.0
2019-12-24,8.0
2019-12-25,11.0
2019-12-26,11.0
2019-12-27,11.0
2019-12-28,11.0
2019-12-29,11.0
2019-12-30,11.0
2019-12-31,11.0
2020-01-01,13.0
2020-01-02,14.0
2020-01-03,17.0
2020-01-04,13.0
2020-01-05,17.0
2020-01-06,20.0
2020-01-07,22.0
2020-01-08,26.0
2020-01-09,23.0
2020-01-10,18.0
2020-01-11,17.0
2020-01-12,23.0
2020-01-13,23.0
2020-01-14,26.0
2020-02-22,20.0
2020-02-23,27.0
2020-02-24,32.0
2020-02-25,31.0
2020-02-26,29.0
2020-02-27,34.0
2020-02-28,27.0
2020-02-29,20.0
2020-03-01,25.0
2020-03-02,29.0
2020-03-03,26.0
2020-03-04,29.0
2020-03-05,31.0
2020-03-06,23.0
2020-03-07,17.0
2020-03-08,16.0
2020-03-09,27.0
2020-03-10,27.0
2020-03-11,26.0
2020-03-12,26.0
2020-03-13,17.0
2020-03-14,11.0
2020-03-15,14.0
2020-03-16,15.0
2020-03-17,17.0
2020-03-18,19.0
2020-03-19,19.0
2020-03-20,17.0
2020-03-21,13.0
2020-03-22,14.0
2020-03-23,17.0
2020-03-24,18.0
2020-03-25,17.0
2020-03-26,20.0
2020-03-27,17.0
2020-03-28,15.0
2020-03-29,14.0
2020-03-30,16.0
2020-03-31,18.0
2020-04-01,17.0
2020-04-02,18.0
2020-04-03,17.0
2020-04-04,11.0
2020-04-05,13.0
2020-04-06,14.0
2020-04-07,17.0
2020-04-08,18.0
2020-04-09,16.0
2020-04-10,17.0
2020-04-11,9.0
2020-04-12,12.0
2020-04-13,17.0
2020-04-14,17.0
2020-04-15,17.0
2020-04-16,17.0
2020-04-17,17.0
2020-04-18,11.0
2020-04-19,14.0
2020-04-20,20.0
2020-04-21,20.0
2020-04-22,26.0
2020-04-23,20.0
2020-04-24,21.0
2020-04-25,13.0
2020-04-26,13.0
2020-04-27,20.0
2020-04-28,15.0
2020-04-29,20.0
2020-04-30,20.0
2020-05-01,17.0
2020-05-02,11.0
2020-05-03,13.0
2020-05-04,17.0
2020-05-05,18.0
2020-05-06,20.0
2020-05-07,18.0
2020-05-08,18.0
2020-05-09,15.0
2020-05-10,14.0
2020-05-11,20.0
2020-05-12,17.0
2020-05-13,17.0
2020-05-14,20.0
2020-05-15,15.0
2020-05-16,14.0
2020-05-17,11.0
2020-05-18,20.0
2020-05-19,17.0
2020-05-20,17.0
2020-05-21,17.0
2020-05-22,17.0
2020-05-23,10.0
2020-05-24,8.0
2020-05-25,11.0
2020-05-26,15.0
2020-05-27,13.0
2020-05-28,18.0
2020-05-29,14.0
2020-05-30,11.0
2020-05-31,14.0
2020-06-01,13.0
2020-06-02,17.0
2020-06-03,17.0
2020-06-04,17.0
2020-06-05,18.0
2020-06-06,11.0
2020-06-07,11.0
2020-06-08,17.0
2020-06-09,15.0
2020-06-10,14.0
2020-06-11,14.0
2020-06-12,14.0
2020-06-13,8.0
2020-06-14,11.0
2020-06-15,14.0
2020-06-16,12.0
2020-06-17,13.0
2020-06-18,14.0
2020-06-19,11.0
2020-06-20,9.0
2020-06-21,11.0
2020-06-22,11.0
2020-06-23,11.0
2020-06-24,12.0
2020-06-25,11.0
2020-06-26,10.0
2020-06-27,8.0
2020-06-28,8.0
2020-06-29,11.0
2020-06-30,11.0
2020-07-01,11.0
2020-07-02,11.0
2020-07-03,8.0
2020-07-04,10.0
2020-07-05,8.0
2020-07-06,11.0
2020-07-07,10.0
2020-07-08,11.0
2020-07-09,11.0
2020-07-10,9.0
2020-07-11,10.0
2020-07-12,8.0
2020-07-13,10.0
2020-07-14,10.0
2020-07-15,12.0
2020-07-16,11.0
2020-07-17,8.0
2020-07-18,8.0
2020-07-19,6.0
2020-07-20,11.0
2020-07-21,8.0
2020-07-22,10.0
2020-07-23,10.0
2020-07-24,10.0
2020-07-25,8.0
2020-07-26,8.0
2020-07-27,9.0
2020-07-28,11.0
2020-07-29,8.0
2020-07-30,11.0
2020-07-31,11.0
2020-08-01,7.0
2020-09-09,19.0
2020-09-10,18.0
2020-09-11,17.0
2020-09-12,13.0
2020-09-13,14.0
2020-09-14,17.0
2020-09-15,23.0
2020-09-16,20.0
2020-09-17,20.0
2020-09-18,15.0
2020-09-19,11.0
2020-09-20,11.0
2020-09-21,20.0
2020-09-22,19.0
2020-09-23,17.0
2020-09-24,20.0
2020-09-25,17.0
2020-09-26,14.0
2020-09-27,14.0
2020-09-28,20.0
2020-09-29,17.0
2020-09-30,20.0
2020-10-01,17.0
2020-10-02,14.0
2020-10-03,14.0
2020-10-04,10.0
2020-10-05,18.0
2020-10-06,21.0
2020-10-07,17.0
2020-10-08,21.0
2020-10-09,14.0
2020-10-10,11.0
2020-10-11,12.0
2020-10-12,14.0
2020-10-13,17.0
2020-10-14,17.0
2020-10-15,17.0
2020-10-16,14.0
2020-10-17,14.0
2020-10-18,11.0
2020-10-19,17.0
2020-10-20,17.0
2020-10-21,17.0
2020-10-22,18.0
2020-10-23,14.0
2020-10-24,11.0
2020-10-25,12.0
2020-10-26,17.0
2020-10-27,12.0
2020-10-28,17.0
2020-10-29,14.0
2020-10-30,13.0
2020-10-31,10.0
2020-11-01,11.0
2020-11-02,16.0
2020-11-03,14.0
2020-11-04,15.0
2020-11-05,14.0
2020-11-06,17.0
2020-11-07,13.0
2020-11-08,11.0
2020-11-09,14.0
2020-11-10,17.0
2020-11-11,16.0
2020-11-12,15.0
2020-11-13,13.0
2020-11-14,8.0
2020-11-15,14.0
2020-11-16,14.0
2020-11-17,17.0
2020-11-18,17.0
2020-11-19,17.0
2020-11-20,14.0
2020-11-21,11.0
2020-11-22,13.0
2020-11-23,17.0
2020-11-24,17.0
2020-11-25,14.0
2020-11-26,13.0
2020-11-27,11.0
2020-11-28,11.0
2020-11-29,13.0
2020-11-30,14.0
2020-12-01,20.0
2020-12-02,17.0
2020-12-03,20.0
2020-12-04,18.0
2020-12-05,14.0
2020-12-06,8.0
2020-12-07,17.0
2020-12-08,20.0
2020-12-09,17.0
2020-12-10,15.0
2020-12-11,14.0
2020-12-12,11.0
2020-12-13,8.0
2020-12-14,17.0
2020-12-15,13.0
2020-12-16,15.0
2020-12-17,15.0
2020-12-18,12.0
2020-12-19,8.0
2020-12-20,8.0
2020-12-21,11.0
2020-12-22,11.0
2020-12-23,8.0
2020-12-24,8.0
2020-12-25,10.0
2020-12-26,8.0
2020-12-27,8.0
2020-12-28,8.0
2020-12-29,8.0
2020-12-30,8.0
2020-12-31,7.0
2021-01-01,8.0
2021-01-02,7.0
2021-01-03,11.0
2021-01-04,10.0
2021-01-05,11.0
2021-01-06,11.0
2021-01-07,14.0
2021-01-08,14.0
2021-01-09,8.0
2021-01-10,11.0
2021-01-11,14.0
2021-01-12,20.0
2021-01-13,14.0
2021-01-14,17.0
2021-01-15,15.0
2021-01-16,10.0
2021-01-17,11.0
2021-01-18,14.0
2021-01-19,17.0
2021-01-20,17.0
2021-01-21,17.0
2021-01-22,14.0
2021-01-23,14.0
2021-01-24,11.0
2021-01-25,16.0
2021-01-26,15.0
2021-01-27,14.0
2021-01-28,18.0
2021-01-29,14.0
2021-01-30,11.0
2021-01-31,11.0
2021-02-01,16.0
2021-02-02,14.0
2021-02-03,17.0
2021-02-04,17.0
2021-02-05,17.0
2021-02-06,15.0
2021-02-07,14.0
2021-02-08,18.0
2021-02-09,17.0
2021-02-10,17.0
2021-02-11,17.0
2021-02-12,17.0
2021-02-13,11.0
2021-02-14,14.0
2021-02-15,19.0
2021-02-16,25.0
2021-02-17,23.0
2021-02-18,25.0
2021-02-19,20.0
2021-02-20,17.0
2021-02-21,15.0
2021-02-22,21.0
2021-02-23,23.0
2021-02-24,22.0
2021-02-25,19.0
2021-02-26,17.0
2021-02-27,13.0
2021-02-28,14.0
2021-03-01,19.0
2021-03-02,20.0
2021-03-03,20.0
2021-03-04,20.0
2021-03-05,18.0
2021-03-06,17.0
2021-03-07,16.0
2021-03-08,20.0
2021-03-09,17.0
2021-03-10,20.0
2021-03-11,17.0
2021-03-12,17.0
2021-03-13,11.0
2021-03-14,17.0
2021-03-15,28.0
2021-03-16,20.0
2021-03-17,18.0
2021-03-18,21.0
2021-03-19,17.0
2021-03-20,14.0
2021-03-21,13.0
2021-03-22,23.0
2021-03-23,17.0
2021-03-24,20.0
2021-03-25,18.0
2021-03-26,14.0
