date,environmental protection agency adjusted
2018-06-24,5.0
2018-06-25,26.0
2018-06-26,22.0
2018-06-27,27.0
2018-06-28,14.0
2018-06-29,5.0
2018-06-30,5.0
2018-07-01,10.0
2018-07-02,22.0
2018-07-03,13.0
2018-07-04,4.0
2018-07-05,4.0
2018-07-06,23.0
2018-07-07,0.0
2018-07-08,10.0
2018-07-09,13.0
2018-07-10,4.0
2018-07-11,12.0
2018-07-12,4.0
2018-07-13,5.0
2018-07-14,5.0
2018-07-15,0.0
2018-07-16,4.0
2018-07-17,4.0
2018-07-18,32.0
2018-07-19,9.0
2018-07-20,5.0
2018-07-21,21.0
2018-07-22,5.0
2018-07-23,18.0
2018-07-24,0.0
2018-07-25,4.0
2018-07-26,14.0
2018-07-27,4.0
2018-07-28,10.0
2018-07-29,5.0
2018-07-30,13.0
2018-07-31,18.0
2018-08-01,9.0
2018-08-02,13.0
2018-08-03,4.0
2018-08-04,10.0
2018-08-05,5.0
2018-08-06,13.0
2018-08-07,17.0
2018-08-08,13.0
2018-08-09,4.0
2018-08-10,0.0
2018-08-11,5.0
2018-08-12,0.0
2018-08-13,4.0
2018-08-14,4.0
2018-08-15,0.0
2018-08-16,9.0
2018-08-17,18.0
2018-08-18,10.0
2018-08-19,5.0
2018-08-20,4.0
2018-08-21,28.0
2018-08-22,9.0
2018-08-23,14.0
2018-08-24,4.0
2018-08-25,0.0
2018-08-26,16.0
2018-08-27,27.0
2018-08-28,20.0
2018-08-29,13.0
2018-08-30,7.0
2018-08-31,21.0
2018-09-01,15.0
2018-09-02,23.0
2018-09-03,13.0
2018-09-04,26.0
2018-09-05,13.0
2018-09-06,26.0
2018-09-07,28.0
2018-09-08,22.0
2018-09-09,15.0
2018-09-10,33.0
2018-09-11,13.0
2018-09-12,33.0
2018-09-13,27.0
2018-09-14,20.0
2018-09-15,0.0
2018-09-16,15.0
2018-09-17,13.0
2018-09-18,19.0
2018-09-19,13.0
2018-09-20,34.0
2018-09-21,20.0
2018-09-22,7.0
2018-09-23,0.0
2018-09-24,26.0
2018-09-25,19.0
2018-09-26,27.0
2018-09-27,7.0
2018-09-28,28.0
2018-09-29,0.0
2018-09-30,7.0
2018-10-01,13.0
2018-10-02,26.0
2018-10-03,46.0
2018-10-04,33.0
2018-10-05,42.0
2018-10-06,7.0
2018-10-07,7.0
2018-10-08,13.0
2018-10-09,32.0
2018-10-10,13.0
2018-10-11,34.0
2018-10-12,14.0
2018-10-13,8.0
2018-10-14,7.0
2018-10-15,48.0
2018-10-16,34.0
2018-10-17,34.0
2018-10-18,28.0
2018-10-19,7.0
2018-10-20,7.0
2018-10-21,15.0
2018-10-22,46.0
2018-10-23,40.0
2018-10-24,0.0
2018-10-25,34.0
2018-10-26,28.0
2018-10-27,30.0
2018-10-28,0.0
2018-10-29,52.0
2018-10-30,66.0
2018-10-31,42.0
2018-11-01,72.0
2018-11-02,70.0
2018-11-03,0.0
2018-11-04,45.0
2018-11-05,39.0
2018-11-06,52.0
2018-11-07,25.0
2018-11-08,39.0
2018-11-09,55.0
2018-11-10,31.0
2018-11-11,45.0
2018-11-12,0.0
2018-11-13,93.0
2018-11-14,27.0
2018-11-15,27.0
2018-11-16,55.0
2018-11-17,0.0
2018-11-18,15.0
2018-11-19,81.0
2018-11-20,54.0
2018-11-21,13.0
2018-11-22,28.0
2018-11-23,27.0
2018-11-24,15.0
2018-11-25,0.0
2018-11-26,13.0
2018-11-27,66.0
2018-11-28,13.0
2018-11-29,54.0
2018-11-30,27.0
2018-12-01,0.0
2018-12-02,15.0
2018-12-03,67.0
2018-12-04,40.0
2018-12-05,52.0
2018-12-06,67.0
2018-12-07,84.0
2018-12-08,0.0
2018-12-09,30.0
2018-12-10,13.0
2018-12-11,40.0
2018-12-12,69.0
2018-12-13,55.0
2018-12-14,42.0
2018-12-15,0.0
2018-12-16,0.0
2018-12-17,100.0
2018-12-18,39.0
2018-12-19,13.0
2018-12-20,72.0
2018-12-21,15.0
2018-12-22,16.0
2018-12-23,0.0
2018-12-24,16.0
2018-12-25,0.0
2018-12-26,15.0
2018-12-27,0.0
2018-12-28,45.0
2018-12-29,63.0
2018-12-30,16.0
2018-12-31,16.0
2019-01-01,0.0
2019-01-02,9.0
2019-01-03,4.0
2019-01-04,13.0
2019-01-05,0.0
2019-01-06,0.0
2019-01-07,4.0
2019-01-08,8.0
2019-01-09,8.0
2019-01-10,41.0
2019-01-11,13.0
2019-01-12,4.0
2019-01-13,14.0
2019-01-14,8.0
2019-01-15,16.0
2019-01-16,4.0
2019-01-17,16.0
2019-01-18,8.0
2019-01-19,0.0
2019-01-20,4.0
2019-01-21,0.0
2019-01-22,8.0
2019-01-23,8.0
2019-01-24,12.0
2019-01-25,17.0
2019-01-26,4.0
2019-01-27,4.0
2019-01-28,4.0
2019-01-29,12.0
2019-01-30,24.0
2019-01-31,12.0
2019-02-01,12.0
2019-02-02,0.0
2019-02-03,4.0
2019-02-04,16.0
2019-02-05,8.0
2019-02-06,20.0
2019-02-07,16.0
2019-02-08,12.0
2019-02-09,9.0
2019-02-10,18.0
2019-02-11,11.0
2019-02-12,16.0
2019-02-13,28.0
2019-02-14,32.0
2019-02-15,8.0
2019-02-16,14.0
2019-02-17,18.0
2019-02-18,0.0
2019-02-19,16.0
2019-02-20,8.0
2019-02-21,20.0
2019-02-22,12.0
2019-02-23,18.0
2019-02-24,9.0
2019-02-25,15.0
2019-02-26,24.0
2019-02-27,26.0
2019-02-28,58.0
2019-03-01,5.0
2019-03-02,6.0
2019-03-03,18.0
2019-03-04,33.0
2019-03-05,11.0
2019-03-06,26.0
2019-03-07,11.0
2019-03-08,17.0
2019-03-09,12.0
2019-03-10,6.0
2019-03-11,22.0
2019-03-12,16.0
2019-03-13,36.0
2019-03-14,27.0
2019-03-15,22.0
2019-03-16,0.0
2019-03-17,0.0
2019-03-18,16.0
2019-03-19,20.0
2019-03-20,22.0
2019-03-21,22.0
2019-03-22,17.0
2019-03-23,0.0
2019-03-24,6.0
2019-03-25,38.0
2019-03-26,49.0
2019-03-27,22.0
2019-03-28,27.0
2019-03-29,12.0
2019-03-30,6.0
2019-03-31,0.0
2019-04-01,11.0
2019-04-02,38.0
2019-04-03,32.0
2019-04-04,11.0
2019-04-05,34.0
2019-04-06,12.0
2019-04-07,12.0
2019-04-08,27.0
2019-04-09,32.0
2019-04-10,37.0
2019-04-11,37.0
2019-04-12,28.0
2019-04-13,6.0
2019-04-14,19.0
2019-04-15,33.0
2019-04-16,27.0
2019-04-17,40.0
2019-04-18,41.0
2019-04-19,31.0
2019-04-20,6.0
2019-04-21,6.0
2019-04-22,46.0
2019-04-23,27.0
2019-04-24,22.0
2019-04-25,22.0
2019-04-26,11.0
2019-04-27,12.0
2019-04-28,6.0
2019-04-29,37.0
2019-04-30,32.0
2019-05-01,34.0
2019-05-02,40.0
2019-05-03,33.0
2019-05-04,18.0
2019-05-05,9.0
2019-05-06,55.0
2019-05-07,64.0
2019-05-08,65.0
2019-05-09,16.0
2019-05-10,60.0
2019-05-11,19.0
2019-05-12,10.0
2019-05-13,8.0
2019-05-14,64.0
2019-05-15,40.0
2019-05-16,40.0
2019-05-17,17.0
2019-05-18,0.0
2019-05-19,37.0
2019-05-20,39.0
2019-05-21,72.0
2019-05-22,32.0
2019-05-23,8.0
2019-05-24,50.0
2019-05-25,18.0
2019-05-26,0.0
2019-05-27,25.0
2019-05-28,39.0
2019-05-29,24.0
2019-05-30,32.0
2019-05-31,25.0
2019-06-01,10.0
2019-06-02,54.0
2019-06-03,24.0
2019-06-04,8.0
2019-06-05,32.0
2019-06-06,32.0
2019-06-07,17.0
2019-06-08,9.0
2019-06-09,18.0
2019-06-10,32.0
2019-06-11,8.0
2019-06-12,25.0
2019-06-13,64.0
2019-06-14,25.0
2019-06-15,18.0
2019-06-16,9.0
2019-06-17,8.0
2019-06-18,16.0
2019-06-19,32.0
2019-06-20,17.0
2019-06-21,25.0
2019-06-22,10.0
2019-06-23,0.0
2019-06-24,40.0
2019-06-25,16.0
2019-06-26,16.0
2019-06-27,39.0
2019-06-28,9.0
2019-06-29,10.0
2019-06-30,9.0
2019-07-01,16.0
2019-07-02,16.0
2019-07-03,16.0
2019-07-04,33.0
2019-07-05,35.0
2019-07-06,0.0
2019-07-07,37.0
2019-07-08,32.0
2019-07-09,81.0
2019-07-10,47.0
2019-07-11,63.0
2019-07-12,18.0
2019-07-13,19.0
2019-07-14,0.0
2019-07-15,81.0
2019-07-16,65.0
2019-07-17,65.0
2019-07-18,100.0
2019-07-19,88.0
2019-07-20,58.0
2019-07-21,58.0
2019-07-22,33.0
2019-07-23,82.0
2019-07-24,0.0
2019-07-25,18.0
2019-07-26,53.0
2019-07-27,19.0
2019-07-28,37.0
2019-07-29,0.0
2019-07-30,16.0
2019-07-31,82.0
2019-08-01,16.0
2019-08-02,68.0
2019-08-03,0.0
2019-08-04,56.0
2019-08-05,0.0
2019-08-06,0.0
2019-08-07,49.0
2019-08-08,16.0
2019-08-09,33.0
2019-08-10,0.0
2019-08-11,19.0
2019-08-12,16.0
2019-08-13,65.0
2019-08-14,32.0
2019-08-15,18.0
2019-08-16,33.0
2019-08-17,74.0
2019-08-18,19.0
2019-08-19,47.0
2019-08-20,47.0
2019-08-21,79.0
2019-08-22,81.0
2019-08-23,49.0
2019-08-24,37.0
2019-08-25,37.0
2019-08-26,49.0
2019-08-27,95.0
2019-08-28,95.0
2019-08-29,95.0
2019-08-30,32.0
2019-08-31,18.0
2019-09-01,8.0
2019-09-02,0.0
2019-09-03,7.0
2019-09-04,28.0
2019-09-05,10.0
2019-09-06,32.0
2019-09-07,8.0
2019-09-08,8.0
2019-09-09,3.0
2019-09-10,24.0
2019-09-11,3.0
2019-09-12,7.0
2019-09-13,32.0
2019-09-14,4.0
2019-09-15,0.0
2019-09-16,17.0
2019-09-17,24.0
2019-09-18,27.0
2019-09-19,14.0
2019-09-20,11.0
2019-09-21,8.0
2019-09-22,0.0
2019-09-23,10.0
2019-09-24,7.0
2019-09-25,20.0
2019-09-26,14.0
2019-09-27,18.0
2019-09-28,8.0
2019-09-29,4.0
2019-09-30,24.0
2019-10-01,27.0
2019-10-02,17.0
2019-10-03,7.0
2019-10-04,7.0
2019-10-05,4.0
2019-10-06,11.0
2019-10-07,14.0
2019-10-08,21.0
2019-10-09,7.0
2019-10-10,27.0
2019-10-11,17.0
2019-10-12,27.0
2019-10-13,4.0
2019-10-14,20.0
2019-10-15,37.0
2019-10-16,7.0
2019-10-17,24.0
2019-10-18,18.0
2019-10-19,0.0
2019-10-20,8.0
2019-10-21,20.0
2019-10-22,19.0
2019-10-23,13.0
2019-10-24,10.0
2019-10-25,4.0
2019-10-26,4.0
2019-10-27,4.0
2019-10-28,18.0
2019-10-29,9.0
2019-10-30,4.0
2019-10-31,4.0
2019-11-01,33.0
2019-11-02,10.0
2019-11-03,10.0
2019-11-04,27.0
2019-11-05,26.0
2019-11-06,13.0
2019-11-07,13.0
2019-11-08,9.0
2019-11-09,5.0
2019-11-10,20.0
2019-11-11,9.0
2019-11-12,18.0
2019-11-13,36.0
2019-11-14,0.0
2019-11-15,23.0
2019-11-16,10.0
2019-11-17,0.0
2019-11-18,27.0
2019-11-19,18.0
2019-11-20,18.0
2019-11-21,18.0
2019-11-22,19.0
2019-11-23,20.0
2019-11-24,0.0
2019-11-25,4.0
2019-11-26,9.0
2019-11-27,4.0
2019-11-28,4.0
2019-11-29,4.0
2019-11-30,15.0
2019-12-01,20.0
2019-12-02,17.0
2019-12-03,18.0
2019-12-04,23.0
2019-12-05,27.0
2019-12-06,19.0
2019-12-07,16.0
2019-12-08,5.0
2019-12-09,27.0
2019-12-10,18.0
2019-12-11,27.0
2019-12-12,27.0
2019-12-13,14.0
2019-12-14,21.0
2019-12-15,15.0
2019-12-16,18.0
2019-12-17,9.0
2019-12-18,0.0
2019-12-19,4.0
2019-12-20,15.0
2019-12-21,0.0
2019-12-22,16.0
2019-12-23,0.0
2019-12-24,16.0
2019-12-25,0.0
2019-12-26,0.0
2019-12-27,0.0
2019-12-28,10.0
2019-12-29,31.0
2019-12-30,21.0
2019-12-31,23.0
2020-01-01,0.0
2020-01-02,56.0
2020-01-03,21.0
2020-01-04,7.0
2020-01-05,7.0
2020-01-06,13.0
2020-01-07,7.0
2020-01-08,0.0
2020-01-09,40.0
2020-01-10,21.0
2020-01-11,15.0
2020-01-12,7.0
2020-01-13,43.0
2020-01-14,23.0
2020-01-15,38.0
2020-01-16,40.0
2020-01-17,20.0
2020-01-18,0.0
2020-01-19,15.0
2020-01-20,33.0
2020-01-21,33.0
2020-01-22,20.0
2020-01-23,33.0
2020-01-24,21.0
2020-01-25,7.0
2020-01-26,21.0
2020-01-27,12.0
2020-01-28,26.0
2020-01-29,38.0
2020-01-30,26.0
2020-01-31,7.0
2020-02-01,7.0
2020-02-02,7.0
2020-02-03,42.0
2020-02-04,19.0
2020-02-05,32.0
2020-02-06,33.0
2020-02-07,40.0
2020-02-08,7.0
2020-02-09,15.0
2020-02-10,44.0
2020-02-11,25.0
2020-02-12,45.0
2020-02-13,26.0
2020-02-14,20.0
2020-02-15,7.0
2020-02-16,21.0
2020-02-17,19.0
2020-02-18,38.0
2020-02-19,38.0
2020-02-20,32.0
2020-02-21,26.0
2020-02-22,21.0
2020-02-23,21.0
2020-02-24,45.0
2020-02-25,38.0
2020-02-26,30.0
2020-02-27,18.0
2020-02-28,0.0
2020-02-29,28.0
2020-03-01,0.0
2020-03-02,37.0
2020-03-03,74.0
2020-03-04,12.0
2020-03-05,100.0
2020-03-06,65.0
2020-03-07,43.0
2020-03-08,28.0
2020-03-09,37.0
2020-03-10,49.0
2020-03-11,85.0
2020-03-12,84.0
2020-03-13,37.0
2020-03-14,28.0
2020-03-15,28.0
2020-03-16,35.0
2020-03-17,60.0
2020-03-18,62.0
2020-03-19,62.0
2020-03-20,24.0
2020-03-21,13.0
2020-03-22,13.0
2020-03-23,68.0
2020-03-24,84.0
2020-03-25,37.0
2020-03-26,60.0
2020-03-27,59.0
2020-03-28,40.0
2020-03-29,26.0
2020-03-30,35.0
2020-03-31,91.0
2020-04-01,69.0
2020-04-02,69.0
2020-04-03,60.0
2020-04-04,26.0
2020-04-05,26.0
2020-04-06,24.0
2020-04-07,35.0
2020-04-08,59.0
2020-04-09,49.0
2020-04-10,38.0
2020-04-11,26.0
2020-04-12,0.0
2020-04-13,24.0
2020-04-14,35.0
2020-04-15,35.0
2020-04-16,47.0
2020-04-17,24.0
2020-04-18,26.0
2020-04-19,79.0
2020-04-20,79.0
2020-04-21,24.0
2020-04-22,35.0
2020-04-23,57.0
2020-04-24,47.0
2020-04-25,40.0
2020-04-26,40.0
2020-04-27,71.0
2020-04-28,69.0
2020-04-29,57.0
2020-04-30,44.0
2020-05-01,7.0
2020-05-02,7.0
2020-05-03,7.0
2020-05-04,19.0
2020-05-05,18.0
2020-05-06,16.0
2020-05-07,19.0
2020-05-08,10.0
2020-05-09,19.0
2020-05-10,4.0
2020-05-11,26.0
2020-05-12,3.0
2020-05-13,16.0
2020-05-14,16.0
2020-05-15,13.0
2020-05-16,15.0
2020-05-17,7.0
2020-05-18,3.0
2020-05-19,26.0
2020-05-20,10.0
2020-05-21,10.0
2020-05-22,13.0
2020-05-23,7.0
2020-05-24,8.0
2020-05-25,14.0
2020-05-26,13.0
2020-05-27,10.0
2020-05-28,10.0
2020-05-29,20.0
2020-05-30,0.0
2020-05-31,0.0
2020-06-01,10.0
2020-06-02,10.0
2020-06-03,9.0
2020-06-04,9.0
2020-06-05,3.0
2020-06-06,4.0
2020-06-07,4.0
2020-06-08,15.0
2020-06-09,15.0
2020-06-10,6.0
2020-06-11,6.0
2020-06-12,7.0
2020-06-13,0.0
2020-06-14,7.0
2020-06-15,6.0
2020-06-16,6.0
2020-06-17,13.0
2020-06-18,10.0
2020-06-19,3.0
2020-06-20,0.0
2020-06-21,4.0
2020-06-22,7.0
2020-06-23,13.0
2020-06-24,32.0
2020-06-25,5.0
2020-06-26,19.0
2020-06-27,0.0
2020-06-28,0.0
2020-06-29,13.0
2020-06-30,22.0
2020-07-01,4.0
2020-07-02,13.0
2020-07-03,5.0
2020-07-04,5.0
2020-07-05,0.0
2020-07-06,23.0
2020-07-07,9.0
2020-07-08,23.0
2020-07-09,9.0
2020-07-10,19.0
2020-07-11,16.0
2020-07-12,0.0
2020-07-13,9.0
2020-07-14,28.0
2020-07-15,14.0
2020-07-16,5.0
2020-07-17,10.0
2020-07-18,22.0
2020-07-19,0.0
2020-07-20,5.0
2020-07-21,32.0
2020-07-22,24.0
2020-07-23,28.0
2020-07-24,14.0
2020-07-25,0.0
2020-07-26,16.0
2020-07-27,9.0
2020-07-28,5.0
2020-07-29,10.0
2020-07-30,10.0
2020-07-31,20.0
2020-08-01,5.0
2020-08-02,0.0
2020-08-03,10.0
2020-08-04,9.0
2020-08-05,23.0
2020-08-06,19.0
2020-08-07,10.0
2020-08-08,10.0
2020-08-09,11.0
2020-08-10,18.0
2020-08-11,9.0
2020-08-12,9.0
2020-08-13,5.0
2020-08-14,5.0
2020-08-15,0.0
2020-08-16,0.0
2020-08-17,19.0
2020-08-18,13.0
2020-08-19,19.0
2020-08-20,10.0
2020-08-21,14.0
2020-08-22,16.0
2020-08-23,0.0
2020-08-24,0.0
2020-08-25,13.0
2020-08-26,14.0
2020-08-27,14.0
2020-08-28,14.0
2020-08-29,8.0
2020-08-30,31.0
2020-08-31,20.0
2020-09-01,40.0
2020-09-02,14.0
2020-09-03,34.0
2020-09-04,14.0
2020-09-05,23.0
2020-09-06,31.0
2020-09-07,28.0
2020-09-08,65.0
2020-09-09,27.0
2020-09-10,20.0
2020-09-11,21.0
2020-09-12,16.0
2020-09-13,8.0
2020-09-14,52.0
2020-09-15,46.0
2020-09-16,60.0
2020-09-17,14.0
2020-09-18,27.0
2020-09-19,23.0
2020-09-20,8.0
2020-09-21,26.0
2020-09-22,19.0
2020-09-23,19.0
2020-09-24,26.0
2020-09-25,35.0
2020-09-26,0.0
2020-09-27,23.0
2020-09-28,40.0
2020-09-29,21.0
2020-09-30,41.0
2020-10-01,20.0
2020-10-02,14.0
2020-10-03,8.0
2020-10-04,16.0
2020-10-05,20.0
2020-10-06,34.0
2020-10-07,14.0
2020-10-08,40.0
2020-10-09,22.0
2020-10-10,16.0
2020-10-11,16.0
2020-10-12,51.0
2020-10-13,7.0
2020-10-14,7.0
2020-10-15,36.0
2020-10-16,7.0
2020-10-17,24.0
2020-10-18,0.0
2020-10-19,7.0
2020-10-20,57.0
2020-10-21,7.0
2020-10-22,44.0
2020-10-23,8.0
2020-10-24,0.0
2020-10-25,8.0
2020-10-26,21.0
2020-10-27,36.0
2020-10-28,7.0
2020-10-29,57.0
2020-10-30,30.0
2020-10-31,0.0
2020-11-01,16.0
2020-11-02,29.0
2020-11-03,56.0
2020-11-04,25.0
2020-11-05,13.0
2020-11-06,27.0
2020-11-07,45.0
2020-11-08,47.0
2020-11-09,43.0
2020-11-10,27.0
2020-11-11,29.0
2020-11-12,84.0
2020-11-13,44.0
2020-11-14,0.0
2020-11-15,31.0
2020-11-16,71.0
2020-11-17,56.0
2020-11-18,29.0
2020-11-19,43.0
2020-11-20,14.0
2020-11-21,16.0
2020-11-22,48.0
2020-11-23,100.0
2020-11-24,0.0
2020-11-25,70.0
2020-11-26,0.0
2020-11-27,14.0
2020-11-28,0.0
2020-11-29,31.0
2020-11-30,69.0
2020-12-01,29.0
2020-12-02,27.0
2020-12-03,86.0
2020-12-04,29.0
2020-12-05,0.0
2020-12-06,95.0
2020-12-07,70.0
2020-12-08,56.0
2020-12-09,14.0
2020-12-10,29.0
2020-12-11,30.0
2020-12-12,0.0
2020-12-13,16.0
2020-12-14,42.0
2020-12-15,86.0
2020-12-16,43.0
2020-12-17,57.0
2020-12-18,45.0
2020-12-19,0.0
2020-12-20,0.0
2020-12-21,30.0
2020-12-22,61.0
2020-12-23,31.0
2020-12-24,0.0
2020-12-25,18.0
2020-12-26,17.0
2020-12-27,0.0
2020-12-28,14.0
2020-12-29,0.0
2020-12-30,31.0
2020-12-31,0.0
2021-01-01,0.0
2021-01-02,5.0
2021-01-03,10.0
2021-01-04,13.0
2021-01-05,17.0
2021-01-06,13.0
2021-01-07,26.0
2021-01-08,4.0
2021-01-09,0.0
2021-01-10,0.0
2021-01-11,20.0
2021-01-12,28.0
2021-01-13,11.0
2021-01-14,29.0
2021-01-15,12.0
2021-01-16,6.0
2021-01-17,0.0
2021-01-18,17.0
2021-01-19,6.0
2021-01-20,17.0
2021-01-21,0.0
2021-01-22,35.0
2021-01-23,31.0
2021-01-24,6.0
2021-01-25,22.0
2021-01-26,17.0
2021-01-27,6.0
2021-01-28,6.0
2021-01-29,12.0
2021-01-30,12.0
2021-01-31,0.0
2021-02-01,22.0
2021-02-02,39.0
2021-02-03,23.0
2021-02-04,6.0
2021-02-05,26.0
2021-02-06,19.0
2021-02-07,19.0
2021-02-08,42.0
2021-02-09,25.0
2021-02-10,25.0
2021-02-11,17.0
2021-02-12,27.0
2021-02-13,38.0
2021-02-14,10.0
2021-02-15,8.0
2021-02-16,8.0
2021-02-17,17.0
2021-02-18,60.0
2021-02-19,17.0
2021-02-20,10.0
2021-02-21,10.0
2021-02-22,0.0
2021-02-23,34.0
2021-02-24,25.0
2021-02-25,25.0
2021-02-26,43.0
2021-02-27,10.0
2021-02-28,28.0
2021-03-01,51.0
2021-03-02,17.0
2021-03-03,51.0
2021-03-04,100.0
2021-03-05,70.0
2021-03-06,39.0
2021-03-07,19.0
2021-03-08,17.0
2021-03-09,51.0
2021-03-10,51.0
2021-03-11,69.0
2021-03-12,35.0
2021-03-13,39.0
2021-03-14,18.0
2021-03-15,41.0
2021-03-16,29.0
2021-03-17,67.0
2021-03-18,67.0
2021-03-19,35.0
2021-03-20,39.0
2021-03-21,19.0
